ROWID,HCS_POS_POSITION,HCS_POS_GRADE_SUB,POS_CAT_DESCR,POS_CAT,LOCATION,DESCR,DEPTID,Department, PAYGROUP ,POSITION_NBR, BUILDING ,HIRE_DT,TERMINATION_DT,YOS,BIRTHDATE,AGE,HCS_POS_TYPE,REASON_LEAVE,ACTION_REASON,GRADE,STEP,ANNUAL_RT,DAILY_RT,EMPL_STATUS
2790,TEACHER,GIFTTALENT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1065,10,8/14/2013,4/25/2024,11,5/11/1986,38,1,Active,1,31,10,61104,321.6,1
2791,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,7/31/2013,4/25/2024,11,3/10/1973,51,1,Active,1,31,7,57957.6,305.04,1
2792,TEACHER,AG,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,246,1020,10,8/7/2013,1/19/2022,9,2/13/1963,61,1,Leaving Profession,5,31,30,105012.48,426.88,0
2793,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,10/1/2013,7/18/2018,5,1/21/1960,64,1,Unknown,4,31,28,72188.611,379.9400579,0
2794,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,11/12/2013,6/30/2018,5,1/28/1970,54,1,Another Position in Education ,6,31,3,44002.1,231.59,0
2795,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/27/2014,4/25/2024,10,2/28/1986,38,1,Active,1,31,7,57957.6,305.04,1
2796,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/28/2014,4/25/2024,10,9/14/1991,33,1,Active,1,31,8,58991.2,310.48,1
2797,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,220,5069,10,8/6/2014,4/25/2024,10,8/12/1972,52,1,Active,1,31,29,99616,452.8,1
2798,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,4/3/2014,4/25/2024,10,5/15/1988,36,1,Active,1,31,8,58991.2,310.48,1
2799,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,4/10/2014,4/6/2015,1,10/20/1979,45,1,Another Position in Education ,6,31,7,46693.979,245.7577842,0
2800,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2014,4/25/2024,10,10/9/1957,67,1,Active,1,28,11,55936,294.4,1
2801,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2014,4/25/2024,10,5/4/1971,53,1,Active,1,31,26,81456.8,428.72,1
2802,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2014,1/13/2017,3,4/12/1983,41,1,Another Position in Education ,6,31,9,49552,260.8,0
2803,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2014,4/25/2024,10,1/25/1985,39,1,Active,1,32,16,72428,381.2,1
2804,TEACHER,GIFTTALENT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1065,10,8/6/2014,4/25/2024,10,1/12/1986,38,1,Active,1,31,11,62198.4,327.36,1
2805,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2014,4/25/2024,10,12/8/1991,33,1,Active,1,31,9,60040,316,1
2806,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2014,6/30/2019,5,8/6/1957,67,1,Retire,3,31,29,73632.372,387.5388,0
2807,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2014,4/25/2024,10,11/29/1964,60,1,Active,1,31,32,91002.4,478.96,1
2808,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/18/2014,4/25/2024,10,7/30/1990,34,1,Active,1,31,9,60040,316,1
2809,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2015,4/25/2024,9,6/20/1989,35,1,Active,1,31,10,61104,321.6,1
2810,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2015,6/30/2022,7,2/13/1979,45,1,Unknown,4,31,14,59082.4,310.96,0
2811,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2015,6/30/2018,3,3/1/1975,49,1,Another Position in Education ,6,35,15,62834.9,330.71,0
2812,TEACHER,NJROTC,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,246,1009,10,7/27/2015,4/25/2024,9,10/21/1967,57,1,Active,1,32,17,107822.16,438.3014634,1
2813,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2015,6/30/2016,1,12/23/1982,42,1,Leaving Profession,5,28,0,35305.321,185.8174789,0
2814,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,5/26/2015,4/25/2024,9,6/9/1992,32,1,Active,1,31,8,58991.2,310.48,1
2815,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/12/2015,4/25/2024,9,10/14/1990,34,1,Active,1,31,10,61104,321.6,1
2816,TEACHER,CROSSCAT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1807,10,8/12/2015,4/25/2024,9,5/19/1992,32,1,Active,1,31,8,58991.2,310.48,1
2817,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2015,7/31/2019,4,5/8/1992,32,1,Moving,12,29,3,40385.356,212.5545053,0
2818,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2015,8/6/2015,0,10/10/1973,51,1,Declined Position ,9,31,7,46693.979,245.7577842,0
2819,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/12/2015,6/30/2022,7,7/5/1989,35,1,Moving,12,29,8,48472.8,255.12,0
2820,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/12/2015,6/30/2018,3,1/27/1993,31,1,Another Position in Education ,6,28,2,37466.1,197.19,0
2821,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/12/2015,6/30/2019,4,2/16/1992,32,1,Moving,12,31,3,44442.122,233.9059053,0
2822,TEACHER,CROSSCAT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1946,10,7/30/2015,4/25/2024,9,9/27/1990,34,1,Active,1,31,8,58991.2,310.48,1
2823,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/12/2015,4/25/2024,9,5/2/1993,31,1,Active,1,31,8,58991.2,310.48,1
2824,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,10/13/2015,1/14/2024,9,8/14/1992,32,1,Leaving Profession,5,31,1,52196.8,274.72,0
2825,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/20/2016,4/25/2024,8,5/24/1965,59,1,Active,1,29,10,28477.2,149.88,1
2826,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/25/2016,6/30/2017,1,10/4/1974,50,1,Family Reasons ,7,28,3,38214.7,201.13,0
2827,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2016,6/30/2018,2,6/21/1993,31,1,Leaving Profession,5,28,2,37466.1,197.19,0
2828,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/8/2016,4/25/2024,8,8/15/1993,31,1,Active,1,31,7,57957.6,305.04,1
2829,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2016,8/24/2016,0,1/12/1953,71,1,Unknown,4,28,0,36010.7,189.53,0
2830,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2016,4/25/2024,8,1/31/1977,47,1,Active,1,31,15,66788.8,351.52,1
2831,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2016,6/30/2021,5,4/12/1977,47,1,Another Position in Education ,6,31,19,63447.208,333.9326737,0
2832,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2016,9/18/2016,0,10/28/1964,60,1,Moving,12,29,27,64312.504,338.4868632,0
2833,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2016,6/30/2021,5,11/25/1956,68,1,Retire,3,31,30,78109.22,411.1011579,0
2834,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/10/2016,4/25/2024,8,2/24/1966,58,1,Active,1,31,6,56954.4,299.76,1
2835,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,11/16/2016,6/30/2023,7,4/17/1991,33,1,Family Reasons ,7,28,4,47028.8,247.52,0
2836,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,11/23/2016,4/25/2024,8,3/22/1992,32,1,Active,1,32,5,59538.4,313.36,1
2837,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/13/2017,4/25/2024,7,6/4/1979,45,1,Active,1,32,20,77869.6,409.84,1
2838,TEACHER,CROSSCAT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1807,10,8/6/2017,4/25/2024,7,11/7/1965,59,1,Active,1,29,26,75756.8,398.72,1
2839,TEACHER,CROSSCAT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1946,10,4/26/2017,6/30/2018,1,1/10/1994,30,1,Moving,12,28,0,36010.7,189.53,0
2840,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,4/7/2017,8/18/2022,5,8/17/1994,30,1,Unknown,4,28,5,45888.8,241.52,0
2841,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2017,8/14/2018,1,2/2/1968,56,1,Another Position in Education ,6,32,24,66804,351.6,0
2842,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2017,4/25/2024,7,12/15/1989,35,1,Active,1,28,11,55936,294.4,1
2843,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2017,1/3/2021,4,1/11/1958,66,1,Retire,3,32,29,78240.471,411.7919526,0
2844,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/14/2017,4/25/2024,7,1/2/1974,50,1,Active,1,31,18,70467.2,370.88,1
2845,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/7/2017,4/25/2024,7,6/2/1994,30,1,Active,1,32,6,60587.2,318.88,1
2846,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/7/2017,4/25/2024,7,7/8/1991,33,1,Active,1,31,6,56954.4,299.76,1
2847,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/14/2017,6/30/2023,6,5/12/1994,30,1,Another Position in Education ,6,31,5,53443.2,281.28,0
2848,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,12/4/2017,9/7/2021,4,8/3/1976,48,1,Moving,12,31,6,50433.6,265.44,0
2849,TEACHER,ED,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1991,10,1/29/2018,7/24/2023,5,4/18/1969,55,1,Unknown,4,31,21,71880.8,378.32,0
2850,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,3/5/2018,6/30/2023,5,10/29/1987,37,1,Another Position in Education ,6,31,4,52485.6,276.24,0
2851,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,6/11/2018,4/25/2024,6,6/25/1966,58,1,Active,1,31,32,91002.4,478.96,1
2852,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,6/11/2018,4/25/2024,6,6/16/1986,38,1,Active,1,32,9,63900.8,336.32,1
2853,TEACHER,RESOURCE,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1948,10,6/11/2018,4/25/2024,6,4/7/1986,38,1,Active,1,31,7,57957.6,305.04,1
2854,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,6/25/2018,4/25/2024,6,1/23/1976,48,1,Active,1,35,5,63338.4,333.36,1
2855,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,7/3/2018,4/25/2024,6,7/16/1984,40,1,Active,1,31,15,66788.8,351.52,1
2856,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2018,4/25/2024,6,8/6/1993,31,1,Active,1,28,5,50403.2,265.28,1
2857,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,7/16/2018,9/8/2023,5,1/30/1997,27,1,Leaving Profession,5,31,4,54993.6,289.44,0
2858,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2018,4/25/2024,6,3/27/1995,29,1,Active,1,28,5,50403.2,265.28,1
2859,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2018,1/1/2020,2,4/14/1976,48,1,Death,2,31,1,44425.618,233.8190421,0
2860,TEACHER,AG,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,246,1020,10,8/13/2018,4/25/2024,6,6/16/1964,60,1,Active,1,28,32,105524.16,428.96,1
2861,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/8/2018,6/30/2020,2,12/25/1961,63,1,Moving,12,28,28,65859.367,346.6282474,0
2862,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/21/2018,4/25/2024,6,1/30/1968,56,1,Active,1,28,26,73036,384.4,1
2863,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/13/2018,7/14/2019,1,7/15/1993,31,1,Another Position in Education ,6,28,0,36370.808,191.4253053,0
2864,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,11/6/2018,4/25/2024,6,2/22/1994,30,1,Active,1,31,1,52196.8,274.72,1
2865,TEACHER,CROSSCAT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1946,10,8/6/2019,4/25/2024,5,8/6/1986,38,1,Active,1,31,10,61104,321.6,1
2866,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2019,4/25/2024,5,5/3/1982,42,1,Active,1,31,8,58991.2,310.48,1
2867,TEACHER,NJROTC,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,246,1008,10,7/1/2019,10/4/2020,1,6/7/1979,45,1,Moving,12,32,1,57519.6,233.8195122,0
2868,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,7/30/2019,4/25/2024,5,7/15/1997,27,1,Active,1,31,4,54993.6,289.44,1
2869,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2019,4/25/2024,5,2/6/1980,44,1,Active,1,31,20,73051.2,384.48,1
2870,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,5/1/2019,6/30/2020,1,6/16/1988,36,1,Moving,12,31,0,43553.472,229.2288,0
2871,TEACHER,CROSSCAT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1946,10,5/15/2019,4/25/2024,5,7/19/1988,36,1,Active,1,28,4,49536.8,260.72,1
2872,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2019,1/2/2022,3,2/3/1989,35,1,Leaving Profession,5,31,7,25718.4,135.36,0
2873,TEACHER,TMD/PMD,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,5823,10,8/6/2019,4/25/2024,5,5/14/1997,27,1,Active,1,31,4,54993.6,289.44,1
2874,TEACHER,TMD/PMD,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1826,10,8/8/2019,9/27/2019,0,11/7/1985,39,1,Family Reasons ,7,31,4,47141.848,248.1149895,0
2875,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,9/10/2019,6/30/2021,2,11/19/1993,31,1,Temporary Agreements ,8,28,0,37825.641,199.0823211,0
2876,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,9/30/2019,4/25/2024,5,1/8/1978,46,1,Active,1,28,4,49536.8,260.72,1
2877,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,9/17/2019,4/25/2024,5,7/23/1968,56,1,Active,1,35,6,64478.4,339.36,1
2878,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/21/2020,4/25/2024,4,2/10/1976,48,1,Active,1,32,21,79298.4,417.36,1
2879,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/28/2020,4/25/2024,4,12/4/1994,30,1,Active,1,31,1,52196.8,274.72,1
2880,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2020,4/25/2024,4,2/24/1971,53,1,Active,1,28,14,58960.8,310.32,1
2881,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2020,6/30/2022,2,5/1/1986,38,1,Family Reasons ,7,32,4,51968.8,273.52,0
2882,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2020,6/6/2022,2,3/13/1963,61,1,Family Reasons ,7,28,7,45660.8,240.32,0
2883,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2020,4/25/2024,4,5/11/1988,36,1,Active,1,31,7,57957.6,305.04,1
2884,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2020,4/25/2024,4,4/25/1993,31,1,Active,1,28,3,48700.8,256.32,1
2885,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2020,4/25/2024,4,8/14/1978,46,1,Active,1,31,23,77124.8,405.92,1
2886,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2020,4/25/2024,4,12/17/1990,34,1,Active,1,28,6,51284.8,269.92,1
2887,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/27/2020,4/25/2024,4,3/11/1989,35,1,Active,1,31,3,54036,284.4,1
2888,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,11/11/2020,4/25/2024,4,2/23/1998,26,1,Active,1,31,2,53108.8,279.52,1
2889,TEACHER,NJROTC,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,246,1008,10,11/20/2020,4/25/2024,4,7/23/1978,46,1,Active,1,32,4,66252.72,269.32,1
2890,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/15/2021,4/25/2024,3,7/25/1965,59,1,Active,1,31,32,91002.4,478.96,1
2891,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,2/24/2021,4/25/2024,3,10/6/1992,32,1,Active,1,28,0,46268.8,243.52,1
2892,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,4/30/2021,4/25/2024,3,6/22/1998,26,1,Active,1,31,2,53108.8,279.52,1
2893,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,5/3/2021,4/25/2024,3,9/18/1997,27,1,Active,1,31,2,53108.8,279.52,1
2894,TEACHER,CROSSCAT,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1946,10,8/6/2021,4/25/2024,3,8/22/1966,58,1,Active,1,29,15,62198.4,327.36,1
2895,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2021,4/25/2024,3,7/3/1973,51,1,Active,1,32,12,67412,354.8,1
2896,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2021,4/25/2024,3,6/4/1993,31,1,Active,1,31,6,56954.4,299.76,1
2897,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2021,4/25/2024,3,6/5/1968,56,1,Active,1,28,31,79952,420.8,1
2898,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2021,6/30/2023,2,5/6/1975,49,1,Another Position in Education ,6,28,24,67944,357.6,0
2899,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/6/2021,4/25/2024,3,12/18/1975,49,1,Active,1,31,8,58991.2,310.48,1
2900,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/24/2021,4/25/2024,3,7/28/1969,55,1,Active,1,31,7,57957.6,305.04,1
2901,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,10/11/2021,4/25/2024,3,10/16/1995,29,1,Active,1,31,2,53108.8,279.52,1
2902,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/3/2022,4/25/2024,2,7/19/1990,34,1,Active,1,31,7,57957.6,305.04,1
2903,TEACHER,RESOURCE,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1947,10,1/11/2022,4/25/2024,2,4/30/1998,26,1,Active,1,28,1,47059.2,247.68,1
2904,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,2/21/2022,9/20/2022,0,9/10/1965,59,1,Leaving Profession,5,31,20,70543.2,371.28,0
2905,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,10/25/1973,51,1,Active,1,31,20,73051.2,384.48,1
2906,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,12/18/1997,27,1,Active,1,31,2,53108.8,279.52,1
2907,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,1/15/1987,37,1,Active,1,31,5,55951.2,294.48,1
2908,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,6/28/1976,48,1,Active,1,31,21,74388.8,391.52,1
2909,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,5/26/1968,56,1,Active,1,32,18,75103.2,395.28,1
2910,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,3/27/1991,33,1,Active,1,28,6,51284.8,269.92,1
2911,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,1/12/1983,41,1,Active,1,32,15,71136,374.4,1
2912,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,4/7/2022,4/25/2024,2,3/21/1991,33,1,Active,1,28,0,46268.8,243.52,1
2913,TEACHER,AG,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,246,1020,10,7/1/2022,4/25/2024,2,12/8/1998,26,1,Active,1,31,1,67581.12,274.72,1
2914,TEACHER,RESOURCE,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,2049,10,8/3/2022,4/25/2024,2,5/10/1984,40,1,Active,1,31,6,56954.4,299.76,1
2915,TEACHER,ED,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,1991,10,8/8/2022,4/25/2024,2,5/21/1962,62,1,Active,1,32,27,88479.2,465.68,1
2916,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,12/8/1989,35,1,Active,1,31,7,57957.6,305.04,1
2917,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,7/15/1968,56,1,Active,1,28,30,78508,413.2,1
2918,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,7/7/1985,39,1,Active,1,31,15,66788.8,351.52,1
2919,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,6/30/2023,1,11/7/1970,54,1,Leaving Profession,5,28,4,47028.8,247.52,0
2920,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2022,4/25/2024,2,2/12/1960,64,1,Active,1,31,11,62198.4,327.36,1
2921,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/4/2022,4/25/2024,2,7/15/1996,28,1,Active,1,28,1,47059.2,247.68,1
2922,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/22/2022,6/30/2023,1,9/11/1978,46,1,Temporary Agreements ,8,31,5,53443.2,281.28,0
2923,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,9/14/2022,4/25/2024,2,10/27/1998,26,1,Active,1,28,0,46268.8,243.52,1
2924,TEACHER,TMD/PMD,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,6464,10,12/1/2022,4/25/2024,2,11/5/1999,25,1,Active,1,28,0,46268.8,243.52,1
2925,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,1/9/2023,4/25/2024,1,5/13/1985,39,1,Active,1,32,2,56468,297.2,1
2926,TEACHER,HIGH,Teachers,1,52,Carolina Forest High,52,Carolina Forest High,190,385,10,8/3/2023,8/3/2023,0,6/30/1981,43,1,Declined Position ,9,28,0,46268.8,243.52,0
